basic_form,pos,pos_detail_1,pos_detail_2,word_type
オドリドリ,名詞,ポケモン,ポケモンの名前,KNOWN
アブリー,名詞,ポケモン,ポケモンの名前,KNOWN
アブリボン,名詞,ポケモン,ポケモンの名前,KNOWN
イワンコ,名詞,ポケモン,ポケモンの名前,KNOWN
ルガルガン,名詞,ポケモン,ポケモンの名前,KNOWN
ルガルガン,名詞,ポケモン,ポケモンの名前,KNOWN
ルガルガン,名詞,ポケモン,ポケモンの名前,KNOWN
ヨワシ,名詞,ポケモン,ポケモンの名前,KNOWN
ヨワシ,名詞,ポケモン,ポケモンの名前,KNOWN
ヒドイデ,名詞,ポケモン,ポケモンの名前,KNOWN
ドヒドイデ,名詞,ポケモン,ポケモンの名前,KNOWN
ドロバンコ,名詞,ポケモン,ポケモンの名前,KNOWN
バンバドロ,名詞,ポケモン,ポケモンの名前,KNOWN
シズクモ,名詞,ポケモン,ポケモンの名前,KNOWN
オニシズクモ,名詞,ポケモン,ポケモンの名前,KNOWN
カリキリ,名詞,ポケモン,ポケモンの名前,KNOWN
ラランテス,名詞,ポケモン,ポケモンの名前,KNOWN
ネマシュ,名詞,ポケモン,ポケモンの名前,KNOWN
マシェード,名詞,ポケモン,ポケモンの名前,KNOWN
ヤトウモリ,名詞,ポケモン,ポケモンの名前,KNOWN
エンニュート,名詞,ポケモン,ポケモンの名前,KNOWN
ヌイコグマ,名詞,ポケモン,ポケモンの名前,KNOWN
キテルグマ,名詞,ポケモン,ポケモンの名前,KNOWN
アマカジ,名詞,ポケモン,ポケモンの名前,KNOWN
アママイコ,名詞,ポケモン,ポケモンの名前,KNOWN
アマージョ,名詞,ポケモン,ポケモンの名前,KNOWN
キュワワー,名詞,ポケモン,ポケモンの名前,KNOWN
ヤレユータン,名詞,ポケモン,ポケモンの名前,KNOWN
ナゲツケサル,名詞,ポケモン,ポケモンの名前,KNOWN
コソクムシ,名詞,ポケモン,ポケモンの名前,KNOWN
グソクムシャ,名詞,ポケモン,ポケモンの名前,KNOWN
スナバァ,名詞,ポケモン,ポケモンの名前,KNOWN
シロデスナ,名詞,ポケモン,ポケモンの名前,KNOWN
ナマコブシ,名詞,ポケモン,ポケモンの名前,KNOWN
タイプ：ヌル,名詞,ポケモン,ポケモンの名前,KNOWN
シルヴァディ,名詞,ポケモン,ポケモンの名前,KNOWN
メテノ,名詞,ポケモン,ポケモンの名前,KNOWN
メテノ,名詞,ポケモン,ポケモンの名前,KNOWN
ネッコアラ,名詞,ポケモン,ポケモンの名前,KNOWN
バクガメス,名詞,ポケモン,ポケモンの名前,KNOWN
トゲデマル,名詞,ポケモン,ポケモンの名前,KNOWN
ミミッキュ,名詞,ポケモン,ポケモンの名前,KNOWN
ハギギシリ,名詞,ポケモン,ポケモンの名前,KNOWN
ジジーロン,名詞,ポケモン,ポケモンの名前,KNOWN
ダダリン,名詞,ポケモン,ポケモンの名前,KNOWN
ジャラコ,名詞,ポケモン,ポケモンの名前,KNOWN
ジャランゴ,名詞,ポケモン,ポケモンの名前,KNOWN
ジャラランガ,名詞,ポケモン,ポケモンの名前,KNOWN
カプ・コケコ,名詞,ポケモン,ポケモンの名前,KNOWN
カプ・テテフ,名詞,ポケモン,ポケモンの名前,KNOWN
カプ・ブルル,名詞,ポケモン,ポケモンの名前,KNOWN
カプ・レヒレ,名詞,ポケモン,ポケモンの名前,KNOWN
コスモッグ,名詞,ポケモン,ポケモンの名前,KNOWN
コスモウム,名詞,ポケモン,ポケモンの名前,KNOWN
ソルガレオ,名詞,ポケモン,ポケモンの名前,KNOWN
ルナアーラ,名詞,ポケモン,ポケモンの名前,KNOWN
ウツロイド,名詞,ポケモン,ポケモンの名前,KNOWN
マッシブーン,名詞,ポケモン,ポケモンの名前,KNOWN
フェローチェ,名詞,ポケモン,ポケモンの名前,KNOWN
デンジュモク,名詞,ポケモン,ポケモンの名前,KNOWN
テッカグヤ,名詞,ポケモン,ポケモンの名前,KNOWN
カミツルギ,名詞,ポケモン,ポケモンの名前,KNOWN
アクジキング,名詞,ポケモン,ポケモンの名前,KNOWN
ネクロズマ,名詞,ポケモン,ポケモンの名前,KNOWN
ネクロズマ,名詞,ポケモン,ポケモンの名前,KNOWN
ネクロズマ,名詞,ポケモン,ポケモンの名前,KNOWN
ウルトラネクロズマ,名詞,ポケモン,ポケモンの名前,KNOWN
マギアナ,名詞,ポケモン,ポケモンの名前,KNOWN
マーシャドー,名詞,ポケモン,ポケモンの名前,KNOWN
ベベノム,名詞,ポケモン,ポケモンの名前,KNOWN
アーゴヨン,名詞,ポケモン,ポケモンの名前,KNOWN
ツンデツンデ,名詞,ポケモン,ポケモンの名前,KNOWN
ズガドーン,名詞,ポケモン,ポケモンの名前,KNOWN
ゼラオラ,名詞,ポケモン,ポケモンの名前,KNOWN
メルタン,名詞,ポケモン,ポケモンの名前,KNOWN
メルメタル,名詞,ポケモン,ポケモンの名前,KNOWN
サルノリ,名詞,ポケモン,ポケモンの名前,KNOWN
バチンキー,名詞,ポケモン,ポケモンの名前,KNOWN
ゴリランダー,名詞,ポケモン,ポケモンの名前,KNOWN
ヒバニー,名詞,ポケモン,ポケモンの名前,KNOWN
ラビフット,名詞,ポケモン,ポケモンの名前,KNOWN
エースバーン,名詞,ポケモン,ポケモンの名前,KNOWN
メッソン,名詞,ポケモン,ポケモンの名前,KNOWN
ジメレオン,名詞,ポケモン,ポケモンの名前,KNOWN
インテレオン,名詞,ポケモン,ポケモンの名前,KNOWN
ホシガリス,名詞,ポケモン,ポケモンの名前,KNOWN
ヨクバリス,名詞,ポケモン,ポケモンの名前,KNOWN
ココガラ,名詞,ポケモン,ポケモンの名前,KNOWN
アオガラス,名詞,ポケモン,ポケモンの名前,KNOWN
アーマーガア,名詞,ポケモン,ポケモンの名前,KNOWN
サッチムシ,名詞,ポケモン,ポケモンの名前,KNOWN
レドームシ,名詞,ポケモン,ポケモンの名前,KNOWN
イオルブ,名詞,ポケモン,ポケモンの名前,KNOWN
クスネ,名詞,ポケモン,ポケモンの名前,KNOWN
フォクスライ,名詞,ポケモン,ポケモンの名前,KNOWN
ヒメンカ,名詞,ポケモン,ポケモンの名前,KNOWN
ワタシラガ,名詞,ポケモン,ポケモンの名前,KNOWN
ウールー,名詞,ポケモン,ポケモンの名前,KNOWN
バイウールー,名詞,ポケモン,ポケモンの名前,KNOWN
カムカメ,名詞,ポケモン,ポケモンの名前,KNOWN
カジリガメ,名詞,ポケモン,ポケモンの名前,KNOWN
ワンパチ,名詞,ポケモン,ポケモンの名前,KNOWN
パルスワン,名詞,ポケモン,ポケモンの名前,KNOWN
タンドン,名詞,ポケモン,ポケモンの名前,KNOWN
トロッゴン,名詞,ポケモン,ポケモンの名前,KNOWN
セキタンザン,名詞,ポケモン,ポケモンの名前,KNOWN
カジッチュ,名詞,ポケモン,ポケモンの名前,KNOWN
アップリュー,名詞,ポケモン,ポケモンの名前,KNOWN
タルップル,名詞,ポケモン,ポケモンの名前,KNOWN
スナヘビ,名詞,ポケモン,ポケモンの名前,KNOWN
サダイジャ,名詞,ポケモン,ポケモンの名前,KNOWN
ウッウ,名詞,ポケモン,ポケモンの名前,KNOWN
サシカマス,名詞,ポケモン,ポケモンの名前,KNOWN
カマスジョー,名詞,ポケモン,ポケモンの名前,KNOWN
エレズン,名詞,ポケモン,ポケモンの名前,KNOWN
ストリンダー,名詞,ポケモン,ポケモンの名前,KNOWN
ストリンダー,名詞,ポケモン,ポケモンの名前,KNOWN
ヤクデ,名詞,ポケモン,ポケモンの名前,KNOWN
マルヤクデ,名詞,ポケモン,ポケモンの名前,KNOWN
タタッコ,名詞,ポケモン,ポケモンの名前,KNOWN
オトスパス,名詞,ポケモン,ポケモンの名前,KNOWN
ヤバチャ,名詞,ポケモン,ポケモンの名前,KNOWN
ポットデス,名詞,ポケモン,ポケモンの名前,KNOWN
ミブリム,名詞,ポケモン,ポケモンの名前,KNOWN
テブリム,名詞,ポケモン,ポケモンの名前,KNOWN
ブリムオン,名詞,ポケモン,ポケモンの名前,KNOWN
ベロバー,名詞,ポケモン,ポケモンの名前,KNOWN
ギモー,名詞,ポケモン,ポケモンの名前,KNOWN
オーロンゲ,名詞,ポケモン,ポケモンの名前,KNOWN
タチフサグマ,名詞,ポケモン,ポケモンの名前,KNOWN
ニャイキング,名詞,ポケモン,ポケモンの名前,KNOWN
サニゴーン,名詞,ポケモン,ポケモンの名前,KNOWN
ネギガナイト,名詞,ポケモン,ポケモンの名前,KNOWN
バリコオル,名詞,ポケモン,ポケモンの名前,KNOWN
デスバーン,名詞,ポケモン,ポケモンの名前,KNOWN
マホミル,名詞,ポケモン,ポケモンの名前,KNOWN
マホイップ,名詞,ポケモン,ポケモンの名前,KNOWN
タイレーツ,名詞,ポケモン,ポケモンの名前,KNOWN
バチンウニ,名詞,ポケモン,ポケモンの名前,KNOWN
ユキハミ,名詞,ポケモン,ポケモンの名前,KNOWN
モスノウ,名詞,ポケモン,ポケモンの名前,KNOWN
イシヘンジン,名詞,ポケモン,ポケモンの名前,KNOWN
コオリッポ,名詞,ポケモン,ポケモンの名前,KNOWN
コオリッポ,名詞,ポケモン,ポケモンの名前,KNOWN
イエッサン♂,名詞,ポケモン,ポケモンの名前,KNOWN
イエッサン♀,名詞,ポケモン,ポケモンの名前,KNOWN
モルペコ,名詞,ポケモン,ポケモンの名前,KNOWN
ゾウドウ,名詞,ポケモン,ポケモンの名前,KNOWN
ダイオウドウ,名詞,ポケモン,ポケモンの名前,KNOWN
パッチラゴン,名詞,ポケモン,ポケモンの名前,KNOWN
パッチルドン,名詞,ポケモン,ポケモンの名前,KNOWN
ウオノラゴン,名詞,ポケモン,ポケモンの名前,KNOWN
ウオチルドン,名詞,ポケモン,ポケモンの名前,KNOWN
ジュラルドン,名詞,ポケモン,ポケモンの名前,KNOWN
ドラメシヤ,名詞,ポケモン,ポケモンの名前,KNOWN
ドロンチ,名詞,ポケモン,ポケモンの名前,KNOWN
ドラパルト,名詞,ポケモン,ポケモンの名前,KNOWN
ザシアン,名詞,ポケモン,ポケモンの名前,KNOWN
ザシアン,名詞,ポケモン,ポケモンの名前,KNOWN
ザマゼンタ,名詞,ポケモン,ポケモンの名前,KNOWN
ザマゼンタ,名詞,ポケモン,ポケモンの名前,KNOWN
ムゲンダイナ,名詞,ポケモン,ポケモンの名前,KNOWN
ダクマ,名詞,ポケモン,ポケモンの名前,KNOWN
ウーラオス,名詞,ポケモン,ポケモンの名前,KNOWN
ウーラオス,名詞,ポケモン,ポケモンの名前,KNOWN
ザルード,名詞,ポケモン,ポケモンの名前,KNOWN
レジエレキ,名詞,ポケモン,ポケモンの名前,KNOWN
レジドラゴ,名詞,ポケモン,ポケモンの名前,KNOWN
ブリザポス,名詞,ポケモン,ポケモンの名前,KNOWN
レイスポス,名詞,ポケモン,ポケモンの名前,KNOWN
バドレックス,名詞,ポケモン,ポケモンの名前,KNOWN
バドレックス,名詞,ポケモン,ポケモンの名前,KNOWN
バドレックス,名詞,ポケモン,ポケモンの名前,KNOWN
アヤシシ,名詞,ポケモン,ポケモンの名前,KNOWN
バサギリ,名詞,ポケモン,ポケモンの名前,KNOWN
ガチグマ,名詞,ポケモン,ポケモンの名前,KNOWN
ガチグマ,名詞,ポケモン,ポケモンの名前,KNOWN
イダイトウ♂,名詞,ポケモン,ポケモンの名前,KNOWN
イダイトウ♀,名詞,ポケモン,ポケモンの名前,KNOWN
オオニューラ,名詞,ポケモン,ポケモンの名前,KNOWN
ハリーマン,名詞,ポケモン,ポケモンの名前,KNOWN
ラブトロス,名詞,ポケモン,ポケモンの名前,KNOWN
ラブトロス,名詞,ポケモン,ポケモンの名前,KNOWN
ニャオハ,名詞,ポケモン,ポケモンの名前,KNOWN
ニャローテ,名詞,ポケモン,ポケモンの名前,KNOWN
マスカーニャ,名詞,ポケモン,ポケモンの名前,KNOWN
ホゲータ,名詞,ポケモン,ポケモンの名前,KNOWN
アチゲータ,名詞,ポケモン,ポケモンの名前,KNOWN
ラウドボーン,名詞,ポケモン,ポケモンの名前,KNOWN
クワッス,名詞,ポケモン,ポケモンの名前,KNOWN
ウェルカモ,名詞,ポケモン,ポケモンの名前,KNOWN
ウェーニバル,名詞,ポケモン,ポケモンの名前,KNOWN
グルトン,名詞,ポケモン,ポケモンの名前,KNOWN
パフュートン♂,名詞,ポケモン,ポケモンの名前,KNOWN
パフュートン♀,名詞,ポケモン,ポケモンの名前,KNOWN
タマンチュラ,名詞,ポケモン,ポケモンの名前,KNOWN
ワナイダー,名詞,ポケモン,ポケモンの名前,KNOWN
マメバッタ,名詞,ポケモン,ポケモンの名前,KNOWN
エクスレッグ,名詞,ポケモン,ポケモンの名前,KNOWN
パモ,名詞,ポケモン,ポケモンの名前,KNOWN
パモット,名詞,ポケモン,ポケモンの名前,KNOWN
パーモット,名詞,ポケモン,ポケモンの名前,KNOWN
ワッカネズミ,名詞,ポケモン,ポケモンの名前,KNOWN
イッカネズミ,名詞,ポケモン,ポケモンの名前,KNOWN
パピモッチ,名詞,ポケモン,ポケモンの名前,KNOWN
バウッツェル,名詞,ポケモン,ポケモンの名前,KNOWN
ミニーブ,名詞,ポケモン,ポケモンの名前,KNOWN
オリーニョ,名詞,ポケモン,ポケモンの名前,KNOWN
オリーヴァ,名詞,ポケモン,ポケモンの名前,KNOWN
イキリンコ,名詞,ポケモン,ポケモンの名前,KNOWN
コジオ,名詞,ポケモン,ポケモンの名前,KNOWN
ジオヅム,名詞,ポケモン,ポケモンの名前,KNOWN
キョジオーン,名詞,ポケモン,ポケモンの名前,KNOWN
カルボウ,名詞,ポケモン,ポケモンの名前,KNOWN
グレンアルマ,名詞,ポケモン,ポケモンの名前,KNOWN
ソウブレイズ,名詞,ポケモン,ポケモンの名前,KNOWN
ズピカ,名詞,ポケモン,ポケモンの名前,KNOWN
ハラバリー,名詞,ポケモン,ポケモンの名前,KNOWN
カイデン,名詞,ポケモン,ポケモンの名前,KNOWN
タイカイデン,名詞,ポケモン,ポケモンの名前,KNOWN
オラチフ,名詞,ポケモン,ポケモンの名前,KNOWN
マフィティフ,名詞,ポケモン,ポケモンの名前,KNOWN
シルシュルー,名詞,ポケモン,ポケモンの名前,KNOWN
タギングル,名詞,ポケモン,ポケモンの名前,KNOWN
アノクサ,名詞,ポケモン,ポケモンの名前,KNOWN
アノホラグサ,名詞,ポケモン,ポケモンの名前,KNOWN
ノノクラゲ,名詞,ポケモン,ポケモンの名前,KNOWN
リククラゲ,名詞,ポケモン,ポケモンの名前,KNOWN
ガケガニ,名詞,ポケモン,ポケモンの名前,KNOWN
カプサイジ,名詞,ポケモン,ポケモンの名前,KNOWN
スコヴィラン,名詞,ポケモン,ポケモンの名前,KNOWN
シガロコ,名詞,ポケモン,ポケモンの名前,KNOWN
ベラカス,名詞,ポケモン,ポケモンの名前,KNOWN
ヒラヒナ,名詞,ポケモン,ポケモンの名前,KNOWN
クエスパトラ,名詞,ポケモン,ポケモンの名前,KNOWN
カヌチャン,名詞,ポケモン,ポケモンの名前,KNOWN
ナカヌチャン,名詞,ポケモン,ポケモンの名前,KNOWN
デカヌチャン,名詞,ポケモン,ポケモンの名前,KNOWN
ウミディグダ,名詞,ポケモン,ポケモンの名前,KNOWN
ウミトリオ,名詞,ポケモン,ポケモンの名前,KNOWN
オトシドリ,名詞,ポケモン,ポケモンの名前,KNOWN
ナミイルカ,名詞,ポケモン,ポケモンの名前,KNOWN
イルカマン,名詞,ポケモン,ポケモンの名前,KNOWN
イルカマン,名詞,ポケモン,ポケモンの名前,KNOWN
ブロロン,名詞,ポケモン,ポケモンの名前,KNOWN
ブロロローム,名詞,ポケモン,ポケモンの名前,KNOWN
モトトカゲ,名詞,ポケモン,ポケモンの名前,KNOWN
ミミズズ,名詞,ポケモン,ポケモンの名前,KNOWN
キラーメ,名詞,ポケモン,ポケモンの名前,KNOWN
キラフロル,名詞,ポケモン,ポケモンの名前,KNOWN
ボチ,名詞,ポケモン,ポケモンの名前,KNOWN
ハカドッグ,名詞,ポケモン,ポケモンの名前,KNOWN
カラミンゴ,名詞,ポケモン,ポケモンの名前,KNOWN
アルクジラ,名詞,ポケモン,ポケモンの名前,KNOWN
ハルクジラ,名詞,ポケモン,ポケモンの名前,KNOWN
ミガルーサ,名詞,ポケモン,ポケモンの名前,KNOWN
ヘイラッシャ,名詞,ポケモン,ポケモンの名前,KNOWN
シャリタツ,名詞,ポケモン,ポケモンの名前,KNOWN
コノヨザル,名詞,ポケモン,ポケモンの名前,KNOWN
ドオー,名詞,ポケモン,ポケモンの名前,KNOWN
リキキリン,名詞,ポケモン,ポケモンの名前,KNOWN
ノココッチ,名詞,ポケモン,ポケモンの名前,KNOWN
ドドゲザン,名詞,ポケモン,ポケモンの名前,KNOWN
イダイナキバ,名詞,ポケモン,ポケモンの名前,KNOWN
サケブシッポ,名詞,ポケモン,ポケモンの名前,KNOWN
アラブルタケ,名詞,ポケモン,ポケモンの名前,KNOWN
ハバタクカミ,名詞,ポケモン,ポケモンの名前,KNOWN
チヲハウハネ,名詞,ポケモン,ポケモンの名前,KNOWN
スナノケガワ,名詞,ポケモン,ポケモンの名前,KNOWN
テツノワダチ,名詞,ポケモン,ポケモンの名前,KNOWN
テツノツツミ,名詞,ポケモン,ポケモンの名前,KNOWN
テツノカイナ,名詞,ポケモン,ポケモンの名前,KNOWN
テツノコウベ,名詞,ポケモン,ポケモンの名前,KNOWN
テツノドクガ,名詞,ポケモン,ポケモンの名前,KNOWN
テツノイバラ,名詞,ポケモン,ポケモンの名前,KNOWN
セビエ,名詞,ポケモン,ポケモンの名前,KNOWN
セゴール,名詞,ポケモン,ポケモンの名前,KNOWN
セグレイブ,名詞,ポケモン,ポケモンの名前,KNOWN
コレクレー,名詞,ポケモン,ポケモンの名前,KNOWN
コレクレー,名詞,ポケモン,ポケモンの名前,KNOWN
サーフゴー,名詞,ポケモン,ポケモンの名前,KNOWN
チオンジェン,名詞,ポケモン,ポケモンの名前,KNOWN
パオジアン,名詞,ポケモン,ポケモンの名前,KNOWN
ディンルー,名詞,ポケモン,ポケモンの名前,KNOWN
イーユイ,名詞,ポケモン,ポケモンの名前,KNOWN
トドロクツキ,名詞,ポケモン,ポケモンの名前,KNOWN
テツノブジン,名詞,ポケモン,ポケモンの名前,KNOWN
コライドン,名詞,ポケモン,ポケモンの名前,KNOWN
ミライドン,名詞,ポケモン,ポケモンの名前,KNOWN
ウネルミナモ,名詞,ポケモン,ポケモンの名前,KNOWN
テツノイサハ,名詞,ポケモン,ポケモンの名前,KNOWN
カミッチュ,名詞,ポケモン,ポケモンの名前,KNOWN
チャデス,名詞,ポケモン,ポケモンの名前,KNOWN
ヤバソチャ,名詞,ポケモン,ポケモンの名前,KNOWN
イイネイヌ,名詞,ポケモン,ポケモンの名前,KNOWN
マシマシラ,名詞,ポケモン,ポケモンの名前,KNOWN
キチキギス,名詞,ポケモン,ポケモンの名前,KNOWN
オーガポン,名詞,ポケモン,ポケモンの名前,KNOWN
オーガポン,名詞,ポケモン,ポケモンの名前,KNOWN
オーガポン,名詞,ポケモン,ポケモンの名前,KNOWN
オーガポン,名詞,ポケモン,ポケモンの名前,KNOWN
ブリジュラス,名詞,ポケモン,ポケモンの名前,KNOWN
カミツオロチ,名詞,ポケモン,ポケモンの名前,KNOWN
ウガツホムラ,名詞,ポケモン,ポケモンの名前,KNOWN
タケルライコ,名詞,ポケモン,ポケモンの名前,KNOWN
テツノイワオ,名詞,ポケモン,ポケモンの名前,KNOWN
テツノカシラ,名詞,ポケモン,ポケモンの名前,KNOWN
テラパゴス,名詞,ポケモン,ポケモンの名前,KNOWN
テラパゴス,名詞,ポケモン,ポケモンの名前,KNOWN
テラパゴス,名詞,ポケモン,ポケモンの名前,KNOWN
モモワロウ,名詞,ポケモン,ポケモンの名前,KNOWN
